time;P1_B2004;P1_B2016;P1_B3004;P1_B3005;P1_B4002;P1_B4005;P1_B400B;P1_B4022;P1_FCV01D;P1_FCV01Z;P1_FCV02D;P1_FCV02Z;P1_FCV03D;P1_FCV03Z;P1_FT01;P1_FT01Z;P1_FT02;P1_FT02Z;P1_FT03;P1_FT03Z;P1_LCV01D;P1_LCV01Z;P1_LIT01;P1_PCV01D;P1_PCV01Z;P1_PCV02D;P1_PCV02Z;P1_PIT01;P1_PIT02;P1_TIT01;P1_TIT02;P2_24Vdc;P2_Auto;P2_Emgy;P2_On;P2_SD01;P2_SIT01;P2_TripEx;P2_VT01e;P2_VXT02;P2_VXT03;P2_VYT02;P2_VYT03;P3_LCP01D;P3_LCV01D;P3_LH;P3_LL;P3_LT01;P4_HT_FD;P4_HT_LD;P4_HT_PO;P4_HT_PS;P4_LD;P4_ST_FD;P4_ST_LD;P4_ST_PO;P4_ST_PS;P4_ST_PT01;P4_ST_TT01;attack;attack_P1;attack_P2;attack_P3
2019-09-11 20:10:53;0.0983;1.0276;399.2321;1110.3986;32;0;32.9705;35.5976;0;0.2838;100;95.4758;53.8037;54.3228;135.2692;704.3015;6.3324;24.0327;312.2711;1113.1173;19.1987;19.8837;402.9651;37.0206;37.5229;12;12.0102;1.0629;0.2145;35.8948;37.2223;28.029;1;0;1;20;815;0;11.8887;-3.2961;-1.3092;0.2811;1.8097;4816;6334;70;10;35.5903;-0.0014;9.2159;31.5212;0;310.5469;-0.0027;301.0706;312.0479;50.9871;9973;27629;0;0;0;0
2019-09-11 20:10:54;0.0983;1.0219;399.2321;1110.3986;32;0;24.0327;35.5785;0;0.2838;100;95.4605;53.8732;54.3228;138.8931;723.1701;5.7602;32.9705;311.1267;1111.2039;19.2515;19.7998;402.9651;36.9729;37.5229;12;12.0102;1.0645;0.2191;35.8948;37.207;28.0247;1;0;1;20;815;0;11.7241;-4.1402;-1.435;0.9213;2.4573;5272;5819;70;10;35.5903;-0.0014;7.6027;29.0256;0;308.0331;0.0009;298.2675;311.1617;50.9871;9969;27629;0;0;0;0
2019-09-11 20:10:55;0.0983;1.0203;399.2321;1110.3986;32;0;32.9705;35.5732;0;0.2838;100;95.4529;53.7628;54.3228;132.5988;690.3979;5.5694;29.9914;312.6526;1113.7551;19.1243;18.8156;402.9139;36.9359;37.5229;12;12.0102;1.0866;0.2145;35.91;37.2223;28.0247;1;0;1;20;816;0;11.8881;-3.6397;-1.5499;-0.1277;1.7996;5680;5371;70;10;35.6481;-0.0017;6.2717;26.1863;0;304.5609;0.0007;298.8824;310.2575;50.9871;9969;27629;0;0;0;0
2019-09-11 20:10:56;0.0983;1.0197;399.2321;1110.3986;32;0;29.9914;35.5713;0;0.2762;100;95.4453;53.7226;54.3228;132.4081;689.405;7.0953;28.9981;313.0341;1114.3929;19.076;18.8156;402.9139;36.7947;37.5229;12;12.0102;1.0965;0.2122;35.8948;37.207;28.0247;1;0;1;20;814;0;11.7648;-3.6163;-1.2023;1.0246;2.3005;6069;4958;70;10;35.6481;-0.0017;5.1866;24.1247;0;299.4792;0.0012;296.2421;308.648;50.9871;9973;27629;0;0;0;0
2019-09-11 20:10:57;0.0983;1.0158;399.2321;1110.3986;32;0;28.9981;35.5583;0;0.2838;100;95.491;53.8406;54.3228;128.2119;667.5568;6.7138;36.943;311.1267;1111.2039;19.1775;18.8156;402.8628;36.6888;37.5229;12;12.0102;1.098;0.2153;35.8948;37.207;28.0308;1;0;1;20;815;0;11.8263;-4.1361;-1.7127;-0.0044;2.0574;6462;4553;70;10;35.6481;-0.0017;4.0726;22.2439;0;297.8335;0.0007;292.173;307.2555;50.9871;9973;27629;0;0;0;0
2019-09-11 20:10:58;0.0983;1.0113;399.2321;1110.3986;32;0;36.943;35.5434;0;0.2838;100;95.4605;53.7972;54.3228;136.795;712.246;5.3787;34.9568;311.6989;1112.1606;19.1263;18.8156;402.8628;36.617;37.5229;12;12.0102;1.1011;0.2184;35.8948;37.207;28.0247;1;0;1;20;815;0;11.8299;-3.282;-1.1767;0.6922;1.9887;6813;4202;70;10;35.6481;-0.0017;3.3637;20.4536;0;294.5964;0.0022;290.9072;305.3928;50.9871;9973;27629;0;0;0;0
2019-09-11 20:10:59;0.0983;1.0057;399.2321;1110.3986;32;0;34.9568;35.5247;0;0.2762;100;95.4453;53.7232;54.3228;132.5988;690.3979;6.5231;28.0051;312.6526;1113.7551;19.0361;18.7927;402.7095;36.5282;37.5229;12;12.0026;1.1003;0.2168;35.91;37.207;28.0238;1;0;1;20;815;0;11.8299;-3.282;-1.1767;0.6922;1.9887;7167;3858;70;10;35.6481;-0.0017;2.785;18.8802;0;292.7698;0.0015;289.8944;304.1812;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:00;0.0983;1.0004;399.2321;1110.3986;32;0;28.0051;35.5068;0;0.2762;100;95.491;53.6696;54.3228;129.5471;674.5084;6.5231;33.9638;313.2248;1114.7118;18.9923;18.8156;402.6073;36.4563;37.5229;12;12.0026;1.1003;0.2138;35.8948;37.2223;28.0264;1;0;1;20;814;0;11.8987;-3.344;-1.3584;0.1471;1.7676;7485;3559;70;10;35.6481;-0.0017;2.1918;17.0356;0;289.3337;0.0006;287.6339;302.5716;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:01;0.0983;0.9962;399.2321;1110.3986;32;0;33.9638;35.4931;0;0.2838;100;95.4987;53.8532;54.3228;136.9858;713.2393;6.1417;33.9638;310.3637;1109.9281;19.178;18.8156;402.7095;36.3847;37.5229;12;12.0102;1.1003;0.2168;35.91;37.1918;28.0246;1;0;1;20;814;0;11.7269;-4.0184;-1.3669;0.9959;2.4545;7787;3286;70;10;35.6481;-0.0017;1.8085;15.6793;0;286.7296;0.0001;284.6499;300.3472;50.9871;9973;27627;0;0;0;0
2019-09-11 20:11:02;0.0983;0.9896;399.2321;1110.3986;32;0;33.9638;35.471;0;0.2686;100;95.4681;53.5872;54.3228;128.2119;667.5568;6.3324;31.9776;314.1784;1116.3064;18.8799;18.8156;402.6073;36.2978;37.5229;12;12.0102;1.1011;0.2168;35.8948;37.2223;28.022;1;0;1;20;814;0;11.8732;-3.7824;-1.5971;-0.1942;1.7853;8093;3017;70;10;35.6481;-0.0014;1.4829;14.4857;0;283.2935;0.0015;281.7925;299.1536;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:03;0.0983;0.9836;399.2321;1110.3986;32;0;31.9776;35.4511;0;0.2838;100;95.5444;53.7377;54.3228;134.8877;702.3152;5.188;32.9705;311.6989;1112.1606;19.0324;18.8156;402.6073;36.2072;37.5229;12;12.0102;1.1011;0.2168;35.8948;37.207;28.0273;1;0;1;20;815;0;11.7777;-3.4763;-1.1554;0.9712;2.2119;8366;2784;70;10;35.6481;-0.0014;1.2153;13.3464;0;282.5883;0;280.7617;297.3995;50.9871;9973;27627;0;0;0;0
2019-09-11 20:11:04;0.0983;0.9817;399.2321;1110.3986;32;0;32.9705;35.4446;0;0.2762;100;95.4529;53.5163;54.3228;127.2583;662.5914;5.9509;27.0122;314.7507;1117.2632;18.7963;18.8156;402.3517;36.1382;37.5229;12;12.0102;1.1026;0.213;35.8948;37.207;28.0247;1;0;1;20;815;0;11.7994;-4.2567;-1.7165;0.1364;2.1575;8627;2568;70;10;35.6481;-0.0014;0.9983;12.3155;0;281.1596;-0.0014;280.0564;295.374;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:05;0.0983;0.976;399.2321;1110.3986;32;0;27.0122;35.4256;0;0.2838;100;95.4453;53.7166;54.3228;130.8822;681.4601;6.1417;30.9843;311.5081;1111.8417;19.0251;18.8156;402.505;36.0405;37.5229;12;12.0102;1.0995;0.2145;35.8948;37.207;28.0229;1;0;1;20;814;0;11.8519;-3.255;-1.2117;0.506;1.8707;8890;2358;70;10;35.6481;-0.0012;0.7885;11.122;0;278.3565;-0.0022;277.398;293.4208;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:06;0.0983;0.9717;399.2321;1110.3986;32;0;30.9843;35.4115;0;0.2838;100;95.4453;53.7612;54.3228;125.7324;665.5707;5.188;31.9776;308.2657;1110.80525;19.0443;18.8156;402.46668;35.95925;37.5229;12;12.0102;1.0984;0.2145;35.8948;37.207;28.0307;1;0;1;20;815;0;11.722;-4.323;-1.5903;0.7339;2.4577;9125;2175;70;10;35.6481;-0.0012;0.6583;10.2539;0;277.832;0.0004;274.83;292.1006;50.9871;9973;27627;0;0;0;0
2019-09-11 20:11:07;0.0983;0.9655;399.2321;1110.3986;32;0;31.9776;35.3905;0;0.2838;100;95.4681;53.8058;54.3228;123.825;649.6813;6.1417;27.0122;312.2711;1109.7688;19.0635;18.8156;402.42835;35.878;37.5229;12;12.0102;1.0973;0.2168;35.8948;37.207;28.0212;1;0;1;20;816;0;11.722;-4.323;-1.5903;0.7339;2.4577;9363;1997;70;10;35.706;-0.0009;0.5353;9.4763;0;275.9513;0.0014;275.264;290.6177;50.9871;9973;27626;0;0;0;0
2019-09-11 20:11:08;0.0983;0.9627;399.2321;1110.3986;32;0;27.0122;35.3813;0;0.2838;100;95.4453;53.5953;54.3228;129.5471;674.5084;5.188;31.9776;313.2248;1114.7118;18.8704;18.8156;402.3006;35.805;37.4771;12;12.0102;1.0995;0.2153;35.8948;37.207;28.0264;1;0;1;20;816;0;11.7398;-3.8088;-1.2677;1.0581;2.4093;9576;1842;70;10;35.706;-0.0009;0.434;8.7167;0;272.9492;-0.0002;272.8768;288.954;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:09;0.0983;0.9581;399.2321;1110.3986;32;0;31.9776;35.3661;0;0.2838;100;95.4529;53.7522;54.3228;132.9803;692.3841;6.5231;27.0122;310.7452;1110.5659;19.0142;18.8156;402.2495;35.7016;36.4395;12;12.0102;1.0957;0.2153;35.8948;37.207;28.0282;1;0;1;20;815;0;11.8506;-3.9751;-1.6749;-0.1191;1.9365;9779;1700;70;10;35.6481;-0.0009;0.3545;8.0657;0;273.1843;-0.0013;272.6418;287.3806;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:10;0.0983;0.9516;399.2321;1110.3986;32;0;27.0122;35.3443;0;0.2838;100;95.5597;53.8721;54.3228;124.2065;646.7019;5.5694;33.9638;309.0286;1107.6958;19.1297;18.8156;402.0961;35.6167;36.3556;12;12.0102;1.0973;0.2153;35.91;37.207;28.0273;1;0;1;20;815;0;11.8112;-3.3325;-1.1424;0.8355;2.0861;9983;1560;70;10;35.706;-0.0009;0.2893;7.4508;0;271.6652;-0.0012;271.1227;286.4402;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:11;0.0983;0.9502;399.2321;1110.3986;32;0;33.9638;35.3397;0;0.2838;100;95.5673;53.7221;54.3228;128.0212;666.5638;5.3787;28.9981;311.3174;1111.5228;18.993;18.8156;402.0961;35.5294;36.3403;12;12.0102;1.0973;0.2153;35.8948;37.2375;28.0221;1;0;1;20;816;0;11.7636;-4.3539;-1.6749;0.3835;2.2926;10166;1439;70;10;35.706;-0.0009;0.217;6.7274;0;269.3504;-0.0032;267.5781;284.7946;50.9871;9973;27627;0;0;0;0
2019-09-11 20:11:12;0.0983;0.9447;399.2321;1110.3986;32;0;28.9981;35.3214;0;0.2838;100;95.4834;53.7846;54.3228;129.1657;672.5225;6.7138;28.0051;310.3637;1109.9281;19.0436;18.8156;402.045;35.4271;36.3403;12;12.0102;1.0957;0.2191;35.8948;37.2223;28.0299;1;0;1;20;815;0;11.8896;-3.3009;-1.3122;0.2704;1.8114;10341;1328;70;10;35.706;-0.0009;0.1881;6.2211;0;269.4951;-0.0027;269.1514;282.5521;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:13;0.0983;0.9366;399.2321;1110.3986;32;0;28.0051;35.2943;0;0.2838;100;95.4681;53.6392;54.3228;123.6343;643.7228;7.286;34.9568;312.4618;1113.4362;18.8948;18.8156;401.9427;35.3162;36.3632;12;12.0026;1.0965;0.2115;35.8948;37.207;28.0282;1;0;1;20;815;0;11.724;-4.1204;-1.4214;0.9543;2.4742;10517;1219;70;10;35.706;-0.0007;0.1375;5.7328;0;267.7409;-0.0004;265.6612;281.4851;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:14;0.0983;0.9322;399.2321;1110.3986;32;0;34.9568;35.2795;0;0.2838;100;95.4453;53.8279;54.3228;123.2529;641.7365;5.9509;37.9359;309.6008;1108.6526;19.0893;18.8232;401.9938;35.2092;36.3632;12;12.0026;1.0973;0.2115;35.91;37.2223;28.0325;1;0;1;20;815;0;11.8829;-3.6854;-1.5731;-0.1402;1.8074;10675;1125;70;10;35.706;-0.0007;0.1158;5.3169;0;264.54;0.0026;264.775;280.1288;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:15;0.0983;0.9316;399.2321;1110.3986;32;0;37.9359;35.2776;0;0.2838;100;95.4453;53.634;54.3228;128.4027;668.5501;6.7138;30.9843;312.4618;1113.4362;18.8756;18.8156;401.9427;35.12;36.3403;12;12.0102;1.0957;0.2107;35.91;37.207;28.0255;1;0;1;20;815;0;11.7705;-3.5138;-1.1598;1.003;2.2476;10834;1032;70;10;35.706;-0.0007;0.094;4.8828;0;265.0101;-0.0001;265.2814;279.8575;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:16;0.0983;0.9292;399.2321;1110.3986;32;0;30.9843;35.2695;0;0.2838;100;95.4605;53.8495;54.3228;129.1657;672.5225;5.3787;34.9568;309.2194;1108.0148;19.0885;18.8156;401.9938;35.0325;36.3403;12;12.0102;1.0973;0.2115;35.8948;37.2223;28.0246;1;0;1;20;816;0;11.8051;-4.2409;-1.7096;0.1173;2.1387;10977;953;70;10;35.706;-0.0007;0.0651;4.3945;0;264.7208;-0.0017;261.1039;277.5246;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:17;0.0983;0.9236;399.2321;1110.3986;32;0;34.9568;35.2509;0;0.2838;100;95.4453;53.7787;54.3228;123.2529;641.7365;5.188;28.0051;310.3637;1109.9281;18.998;18.8156;401.7894;34.9118;36.3327;12;12.0102;1.0957;0.2145;35.8948;37.207;28.029;1;0;1;20;815;0;11.8526;-3.2608;-1.2165;0.4986;1.8604;11113;879;70;10;35.706;-0.0004;0.0651;4.0871;0;261.8815;-0.0006;261.4836;276.1501;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:18;0.0983;0.9198;399.2321;1110.3986;32;0;28.0051;35.2383;0;0.2838;100;95.4529;53.6466;54.3228;131.8359;686.4258;7.0953;27.0122;312.2711;1113.1173;18.8892;18.8156;401.8916;34.8131;36.3403;12;12.0102;1.0957;0.2168;35.8948;37.207;28.0273;1;0;1;20;815;0;11.7213;-4.3162;-1.5725;0.7355;2.4476;11250;807;70;10;35.706;-0.0004;0.0362;3.7797;0;262.1166;0.001;262.207;275.1013;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:19;0.0983;0.9166;399.2321;1110.3986;32;0;27.0122;35.2276;0;0.2838;100;95.4453;53.609;54.3228;122.1084;635.7778;5.5694;36.943;312.6526;1113.7551;18.824;18.8156;401.9427;34.7084;36.3403;12;12.0102;1.0988;0.2145;35.8795;37.1918;28.0255;1;0;1;20;815;0;11.8995;-3.4412;-1.4304;0.0148;1.7705;11373;745;70;10;35.706;-0.0004;0.0362;3.4722;0;261.9539;-0.0009;261.4113;273.7811;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:20;0.0983;0.9133;399.2321;1110.3986;32;0;36.943;35.2165;0;0.2838;100;95.4681;53.475;54.3228;119.4381;621.8746;6.1417;28.9981;314.3692;1116.6254;18.6706;18.8156;401.8405;34.5853;35.9818;12;12.0102;1.0934;0.21;35.8948;37.1918;28.0299;1;0;1;20;815;0;11.7381;-3.8393;-1.2789;1.0397;2.399;11497;683;70;10;35.706;-0.0005;0.0217;3.2371;0;259.856;0.0001;260.0007;272.7684;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:21;0.0983;0.9097;399.2321;1110.3986;32;0;28.9981;35.2047;0;0.2838;100;95.4453;53.5573;54.3228;119.6289;622.8679;6.5231;31.9776;312.8433;1114.074;18.7591;18.8156;401.8405;34.502;35.3027;12;12.0102;1.0828;0.2092;35.8948;37.1765;28.0281;1;0;1;20;815;0;11.8542;-3.9403;-1.6692;-0.1493;1.8922;11608;631;70;10;35.706;-0.0004;0.0217;2.9297;0;260.1093;0.0001;260.0731;272.4429;50.9871;9973;27627;0;0;0;0
2019-09-11 20:11:22;0.0983;0.9019;399.2321;1110.3986;32;0;31.9776;35.1788;0;0.2838;100;95.4453;53.3416;54.3228;126.3046;657.626;5.9509;33.9638;315.7043;1118.8577;18.5329;18.8156;401.6872;34.4253;35.2722;12;12.0102;1.0828;0.2115;35.8948;37.1918;28.0281;1;0;1;20;815;0;11.798;-3.3578;-1.1387;0.9031;2.1448;11713;582;70;10;35.706;-0.0004;0.0217;2.6946;0;257.1253;-0.002;257.3966;270.128;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:23;0.0983;0.9006;399.2321;1110.3986;32;0;33.9638;35.1742;0;0.2838;100;95.4834;53.4819;54.3228;115.8142;603.006;5.9509;30.9843;313.2248;1114.7118;18.6887;18.8156;401.4827;34.3277;35.2722;12;12.0102;1.0828;0.213;35.8948;37.207;28.0229;1;0;1;20;813;0;11.7762;-4.329;-1.6936;0.3014;2.2725;11820;534;70;10;35.7639;-0.0004;-0.0072;2.5138;0;259.0061;-0.0024;258.8433;269.1334;50.9871;9973;27627;0;0;0;0
2019-09-11 20:11:24;0.0983;0.8967;399.2321;1110.3986;32;0;30.9843;35.1612;0;0.2838;100;95.4529;53.5546;54.3228;123.2529;641.7365;5.7602;30.9843;312.0803;1112.7983;18.7768;18.8156;401.4315;34.2162;35.2722;12;12.0102;1.0835;0.2138;35.8795;37.1918;28.0229;1;0;1;20;816;0;11.8719;-3.2556;-1.2463;0.3995;1.8417;11916;492;70;10;35.706;-0.0002;-0.0072;2.2786;0;254.6839;0.0024;255.5519;268.5728;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:25;0.0983;0.8977;399.2321;1110.3986;32;0;30.9843;35.1646;0;0.2838;100;95.4453;53.6273;54.3228;112.381;585.1303;5.5694;29.9914;309.6008;1108.6526;18.9415;18.8156;401.4315;34.1245;35.2722;12;12.0102;1.082;0.2138;35.8795;37.207;28.0264;1;0;1;20;814;0;11.7197;-4.2587;-1.5309;0.8316;2.4701;12007;455;70;10;35.706;-0.0002;-0.0072;2.134;0;255.2264;0.0019;254.9009;267.4335;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:26;0.0983;0.895;399.2321;1110.3986;32;0;29.9914;35.1555;0;0.2686;100;95.4376;53.4755;54.3228;121.7269;633.7916;5.3787;28.9981;313.0341;1114.3929;18.6992;18.8156;401.4315;34.0252;35.2722;12;12.0102;1.0835;0.2145;35.8795;37.207;28.0273;1;0;1;20;815;0;11.8949;-3.5392;-1.499;-0.0733;1.7798;12098;418;70;10;35.706;-0.0002;-0.0072;1.8989;0;257.2518;0.0047;256.7997;267.9579;50.9871;9973;27627;0;0;0;0
2019-09-11 20:11:27;0.0983;0.8908;399.2321;1110.3986;32;0;28.9981;35.1418;0;0.2838;100;95.4834;53.6336;54.3228;117.34;610.9505;6.7138;28.0051;310.5545;1110.2472;18.8491;18.8156;401.2782;33.9021;35.2722;12;12.0102;1.0828;0.2092;35.8948;37.1918;28.0229;1;0;1;20;814;0;11.7551;-3.7027;-1.2321;1.0621;2.3753;12180;384;70;10;35.706;-0.0004;-0.0072;1.7903;0;256.4019;0.0022;254.0147;266.7462;50.9871;9973;27627;0;0;0;0
2019-09-11 20:11:28;0.0983;0.889;399.2321;1110.3986;32;0;28.0051;35.1357;0;0.2838;100;95.4605;53.6744;54.3228;123.4436;642.7295;5.5694;34.9568;309.9823;1109.2904;18.9076;18.8156;401.1249;33.8001;35.2722;12;12.0102;1.0812;0.2153;35.8795;37.1918;28.0256;1;0;1;20;814;0;11.8343;-4.0906;-1.7013;-0.0359;2.0425;12259;354;70;10;35.7639;-0.0004;-0.0072;1.6457;0;254.9552;-0.0007;254.8466;265.0283;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:29;0.0983;0.8802;399.2321;1110.3986;32;0;34.9568;35.1063;0;0.2762;100;95.4529;53.6788;54.3228;121.1548;630.8124;5.9509;28.9981;309.9823;1109.2904;18.9307;18.8156;401.0226;33.665;35.2722;12;12.0102;1.0774;0.2184;35.8795;37.1765;28.0239;1;0;1;20;815;0;11.8262;-3.2907;-1.1669;0.7419;2.0249;12342;324;70;10;35.7639;-0.0002;-0.0072;1.5191;0;254.4488;-0.0024;254.1956;263.8347;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:30;0.0983;0.8778;399.2321;1110.3986;32;0;28.9981;35.0983;0;0.2838;100;95.4529;53.6029;54.3228;116.1957;604.9922;6.3324;30.9843;311.1267;1111.2039;18.8655;18.8156;400.8182;33.5719;34.5398;12;12.0102;1.069;0.21;35.8948;37.1918;28.0203;1;0;1;20;815;0;11.7446;-4.3738;-1.6631;0.5259;2.3775;12413;300;70;10;35.7639;-0.0003;-0.0072;1.4106;0;254.8104;-0.004;256.5285;263.0932;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:31;0.0983;0.8794;399.2321;1110.3986;32;0;30.9843;35.1036;0;0.2838;100;95.5597;53.7202;54.3228;122.1084;635.7778;6.3324;32.9705;309.4101;1108.3336;19.0116;18.8156;400.8182;33.5245;34.3796;12;12.0102;1.0667;0.2107;35.8795;37.207;28.0203;1;0;1;20;815;0;11.8965;-3.3469;-1.3581;0.16;1.7687;12484;276;70;10;35.7639;-0.0002;-0.0072;1.284;0;254.7382;-0.0043;255.1179;262.1528;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:32;0.0983;0.8797;399.2321;1110.3986;32;0;32.9705;35.1048;0;0.2838;100;95.491;53.6347;54.3228;118.866;618.8954;6.3324;32.9705;310.7452;1110.5659;18.9212;18.8156;400.7671;33.4435;34.3262;12;12.0102;1.0698;0.2191;35.8948;37.1918;28.0247;1;0;1;20;816;0;11.7255;-4.0217;-1.3709;1.022;2.49;12548;253;70;10;35.7639;-0.0004;-0.0072;1.1574;0;255.2264;-0.0048;255.9136;261.4113;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:33;0.0983;0.8768;399.2321;1110.3986;32;0;32.9705;35.0948;0;0.2838;100;95.4529;53.4867;54.3228;112.381;585.1303;5.3787;32.9705;312.8433;1114.074;18.7771;18.8156;400.6137;33.3184;34.4101;12;12.0102;1.0667;0.2191;35.8948;37.1918;28.0238;1;0;1;20;815;0;11.8736;-3.7774;-1.6007;-0.1552;1.8456;12609;235;70;10;35.7639;-0.0002;-0.0072;1.1031;0;254.503;-0.0036;254.0147;261.4475;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:34;0.0983;0.8752;399.2321;1110.3986;32;0;32.9705;35.0895;0;0.2838;100;95.5063;53.6059;54.3228;120.7733;628.8262;6.9046;28.0051;310.936;1110.885;18.9178;18.8156;400.4604;33.2295;34.3719;12;12.0102;1.0637;0.2145;35.8948;37.1918;28.0204;1;0;1;20;816;0;11.7798;-3.4752;-1.1645;0.9635;2.2106;12671;215;70;10;35.7639;-0.0002;-0.0072;0.9946;0;254.0147;0.0002;253.8339;261.2305;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:35;0.0983;0.8753;399.2321;1110.3986;32;0;28.0051;35.0899;0;0.2838;100;95.5597;53.6161;54.3228;108.1848;563.2821;5.5694;35.9501;309.9823;1109.2904;19.0051;18.8156;400.6648;33.1503;34.3872;12;12.0102;1.066;0.2191;35.8948;37.1918;28.0264;1;0;1;20;815;0;11.7915;-4.2886;-1.7184;0.2177;2.2314;12726;199;70;10;35.7639;-0.0002;-0.0072;0.9223;0;254.2499;-0.001;254.4488;260.3263;50.9871;9972;27629;0;0;0;0
2019-09-11 20:11:36;0.0983;0.8702;399.2321;1110.3986;32;0;35.9501;35.0731;0;0.2838;100;95.4681;53.6263;54.3228;113.9068;593.0748;5.5694;28.9981;311.3174;1111.5228;18.8783;18.8156;400.5114;33.0176;34.4406;12;12.0102;1.0652;0.2138;35.8795;37.1918;28.0256;1;0;1;20;815;0;11.8642;-3.269;-1.2538;0.4585;1.8822;12777;183;70;10;35.8796;-0.0002;-0.0072;0.85;0;256.2211;-0.0011;254.2861;260.2177;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:37;0.0983;0.8653;399.2321;1110.3986;32;0;28.9981;35.0567;0;0.2838;100;95.4453;53.5236;54.3228;125.7324;654.6469;5.9509;28.9981;312.0803;1112.7983;18.8422;18.8156;400.4092;32.8979;34.4406;12;12.0102;1.066;0.2138;35.8948;37.1918;28.0334;1;0;1;20;813;0;11.7196;-4.2614;-1.5275;0.8189;2.4626;12831;168;70;10;36.2847;-0.0002;-0.0072;0.7234;0;254.3583;-0.0003;254.2679;259.9645;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:38;0.0983;0.8701;399.2321;1110.3986;32;0;28.9981;35.0727;0;0.2838;100;95.4453;53.6479;54.3228;114.2883;595.061;6.3324;30.9843;310.173;1109.6093;18.9808;18.8232;400.3581;32.8192;34.4406;12;12.0102;1.066;0.2168;35.8948;37.1918;28.0282;1;0;1;20;815;0;11.8961;-3.5414;-1.4888;-0.0832;1.7624;12878;155;70;10;36.6898;-0.0002;-0.0072;0.6872;0;254.3583;0.0012;255.2987;260.0007;50.9871;9973;27627;0;0;0;0
2019-09-11 20:11:39;0.0983;0.8685;399.2321;1110.3986;32;0;30.9843;35.0674;0;0.2762;100;95.4453;53.5707;54.3228;120.7733;628.8262;5.9509;32.9705;311.3174;1111.5228;18.9097;18.8156;400.3581;32.7129;34.4406;12;12.0102;1.066;0.2161;35.8948;37.1918;28.0282;1;0;1;20;815;0;11.7564;-3.6872;-1.2177;1.0612;2.3651;12926;141;70;10;36.9213;-0.0002;-0.0072;0.6872;0;253.8159;-0.0005;254.0147;259.5125;50.9871;9973;27629;0;0;0;0
2019-09-11 20:11:40;0.0983;0.8661;399.2321;1110.3986;32;0;32.9705;35.0594;0;0.2762;100;95.4453;53.5796;54.3228;116.9586;608.9643;4.8065;30.9843;311.1267;1111.2039;18.9163;18.8156;400.0003;32.6015;33.6548;12;12.0026;1.0515;0.2168;35.8948;37.207;28.0299;1;0;1;20;816;0;11.8324;-4.089;-1.6925;-0.041;2.0282;12969;131;70;10;37.2106;0;-0.0072;0.6149;0;255.1179;0.0001;256.1668;259.422;50.9871;9972;27629;0;0;0;0
2019-09-11 20:11:41;0.0983;0.8654;399.2321;1110.3986;32;0;30.9843;35.0571;0;0.2762;100;95.5368;53.4692;54.3228;112.5717;586.1232;5.7602;25.026;312.6526;1113.7551;18.8643;18.8156;399.847;32.5741;33.4946;12;12.0026;1.0454;0.21;35.8795;37.1918;28.0212;1;0;1;20;814;0;11.8248;-3.273;-1.1408;0.738;2.0116;13010;121;70;10;37.3843;-0.0002;-0.0072;0.5425;0;255.2807;0.0009;253.0021;259.0965;50.9871;9968;27629;0;0;0;0
2019-09-11 20:11:42;0.0983;0.8665;399.2321;1110.3986;32;0;25.026;35.0605;0;0.2762;100;95.4605;53.4625;54.3228;109.3292;569.2408;6.1417;29.9914;312.6526;1113.7551;18.87045;18.8156;399.7447;32.5463;33.4946;12;12.0064;1.0439;0.213;35.8948;37.207;28.0238;1;0;1;20;815;0;11.7433;-4.3733;-1.6644;0.5369;2.3975;13051;110;70;10;37.7315;-0.0002;-0.0072;0.4883;0;254.2499;0.0024;253.1829;258.6987;50.9871;9965;27629;0;0;0;0
